building_id,residual_mean,pred_mean,target_mean,is_anomaly,combined_score
0,225.13618,1448.3804,1428.4623,True,4.1191874
180,218.30255,99.93979,179.67938,True,3.9702463
13,211.64217,499.05185,633.535,True,3.825081
13,211.15486,485.6342,641.1849,True,3.8144603
2,208.80408,1969.2275,2178.0317,True,3.7632241
2,208.27455,1966.7197,2174.9941,True,3.751683
13,204.54002,504.5354,634.6222,True,3.6702878
13,202.69652,496.2561,614.945,True,3.630108
97,202.65308,361.63858,564.2917,True,3.6291614
58,202.63074,1640.6108,1473.0782,True,3.6286745
191,201.25935,418.70422,253.12524,True,3.5987847
37,200.81242,423.1614,623.9738,True,3.5890439
58,195.91536,1542.6852,1349.5353,True,3.4823108
13,195.18993,507.27615,647.63184,True,3.4664998
197,195.07457,486.86667,429.83334,True,3.4639854
2,192.44963,1966.1522,2158.6018,True,3.4067743
58,190.5528,1618.3693,1562.7216,True,3.365432
197,188.39006,449.00037,543.2083,True,3.3182945
166,185.97383,385.285,236.24207,True,3.2656322
58,184.9958,1530.0607,1427.9147,True,3.2443159
13,183.11742,481.5372,592.3635,True,3.2033758
58,178.96269,1518.8285,1339.8658,True,3.1128223
13,178.26491,506.01,605.82385,True,3.0976138
2,177.01312,1966.9141,2143.927,True,3.0703309
58,176.89839,1588.2692,1569.7743,True,3.0678303
13,176.27739,495.11597,600.7267,True,3.0542953
8,176.05153,591.323,688.0776,True,3.0493727
176,172.78119,452.12534,310.17715,True,2.9780946
13,171.9044,493.71436,599.53687,True,2.9589849
97,171.43483,389.77347,561.2083,True,2.9487503
136,170.82866,363.5616,208.875,True,2.9355385
149,170.71947,93.732635,134.58333,True,2.9331589
197,170.4395,403.6089,512.125,True,2.9270568
58,170.29828,1652.164,1492.873,True,2.9239788
58,170.03743,1503.8739,1333.8363,True,2.9182935
153,169.88983,79.79044,139.33609,True,2.9150767
56,169.53448,350.9724,456.76932,True,2.9073317
69,169.06453,437.68332,523.80804,True,2.897089
58,168.09818,1507.9999,1344.1888,True,2.8760269
15,168.00688,258.44992,388.60434,True,2.8740373
58,167.69795,1637.956,1539.743,True,2.8673038
2,167.51935,1968.438,2133.5178,True,2.8634112
69,166.55952,465.82108,532.1695,True,2.8424916
13,166.03719,480.1831,581.5801,True,2.8311071
69,165.48204,407.95438,486.55167,True,2.8190074
94,165.17572,235.87012,401.0458,True,2.8123312
69,165.06349,404.26453,488.37192,True,2.809885
13,164.76387,509.19553,597.3259,True,2.8033547
56,164.51253,322.11578,402.4375,True,2.7978766
191,164.24568,8.996026,162.72337,True,2.7920606
144,163.64218,930.31635,825.7917,True,2.7789073
2,162.90173,1966.9694,2120.6516,True,2.762769
58,162.37962,1567.5953,1407.6671,True,2.7513895
37,161.59103,424.18784,585.7789,True,2.734202
176,160.52077,134.69153,232.8014,True,2.710875
9,160.25262,251.09132,407.14713,True,2.705031
166,159.02646,82.65954,127.333336,True,2.678306
138,158.88924,253.87769,317.54166,True,2.6753154
69,158.81339,425.84473,487.8031,True,2.6736622
197,158.75682,502.86172,537.875,True,2.6724293
2,158.44177,1969.8597,2128.1658,True,2.6655629
190,157.81168,328.00864,178.74709,True,2.6518297
13,157.7108,491.4059,589.3383,True,2.649631
2,156.04854,1969.3463,2118.281,True,2.6134014
2,155.74744,1968.8373,2104.1677,True,2.606839
2,155.26315,1970.2081,2124.3657,True,2.596284
197,155.0649,400.02255,511.125,True,2.5919628
67,154.70448,1319.253,1168.0067,True,2.5841074
14,154.46416,382.9565,519.9402,True,2.5788693
67,154.4026,1323.6754,1178.7979,True,2.5775278
69,154.06224,434.0179,487.5186,True,2.5701096
13,154.0346,490.54575,585.5688,True,2.5695074
2,153.84692,1970.1718,2120.0662,True,2.5654166
8,153.2914,745.7268,785.6269,True,2.5533087
58,153.13728,1634.4672,1538.4916,True,2.54995
67,153.13293,1318.5282,1172.2191,True,2.549855
136,152.41048,76.65648,123.125,True,2.5341089
191,152.29758,434.93686,307.36636,True,2.5316482
54,152.05054,1528.8827,1680.9332,True,2.526264
69,149.91145,419.01758,478.13333,True,2.479642
38,149.49574,454.00525,586.17706,True,2.4705813
13,149.42111,486.54907,566.65704,True,2.4689548
69,147.77544,426.7483,476.76834,True,2.4330869
97,147.26361,325.77805,473.04166,True,2.4219315
69,146.87761,456.64163,494.00278,True,2.4135184
197,145.81671,495.7728,446.16666,True,2.3903959
69,145.29051,453.679,501.96646,True,2.378927
69,144.87166,442.88318,479.95358,True,2.3697982
56,143.90648,394.8345,477.0641,True,2.3487618
15,142.13092,237.8202,353.45242,True,2.310063
13,142.08907,479.27487,565.43286,True,2.3091507
15,141.93076,298.93747,357.37717,True,2.3057003
67,141.46541,1303.866,1169.4005,True,2.2955577
8,140.61299,743.2371,827.94586,True,2.2769792
37,140.07336,467.4336,607.507,True,2.2652178
15,139.91902,313.17438,360.1643,True,2.261854
8,139.91298,626.325,675.6208,True,2.261722
2,139.77562,1965.8304,2103.359,True,2.2587283
169,139.52708,495.62466,511.07193,True,2.2533114
69,138.9102,431.37735,476.3702,True,2.2398663
2,138.86006,1969.4196,2097.2346,True,2.2387736
144,138.67323,697.4504,731.06024,True,2.2347016
8,138.49034,586.4914,673.175,True,2.2307153
13,137.85617,501.48062,580.32874,True,2.2168934
8,137.3681,769.56055,728.5762,True,2.206256
190,137.23106,78.49172,110.564575,True,2.203269
2,137.211,1968.8829,2104.3284,True,2.2028317
58,137.01228,1471.3153,1343.6195,True,2.1985006
10,136.71324,125.80847,235.79607,True,2.191983
15,135.99492,304.24857,351.9736,True,2.176327
13,135.75497,522.2994,590.6283,True,2.1710973
2,135.14983,1957.3864,2074.7678,True,2.1579077
197,135.00914,237.3004,260.375,True,2.1548414
58,134.73598,1513.7079,1445.0924,True,2.1488879
69,134.54385,418.74765,463.91345,True,2.1447005
0,134.49738,1278.6351,1177.1432,True,2.1436875
15,134.14772,331.6838,356.12576,True,2.1360667
54,134.07162,1558.9655,1693.0054,True,2.134408
56,133.73805,345.97375,405.4407,True,2.127138
13,133.64598,474.08676,549.35767,True,2.1251311
56,132.91151,409.42322,371.63126,True,2.1091232
90,132.57057,798.76324,666.1927,True,2.1016922
15,132.19872,336.26184,373.98608,True,2.0935874
69,131.85356,374.25882,439.22742,True,2.0860648
69,131.579,419.1779,450.94473,True,2.0800805
75,131.07977,359.67383,490.75357,True,2.0691998
13,131.02747,496.56998,572.9626,True,2.0680597
67,130.53893,1303.5786,1182.1741,True,2.057412
165,130.16052,259.67032,131.5,True,2.0491645
15,130.10233,309.438,358.65698,True,2.0478961
67,129.86278,1448.2748,1569.8433,True,2.042675
69,129.35165,430.6349,457.54285,True,2.031535
15,129.14539,364.02652,357.91757,True,2.0270393
2,128.88373,1961.0763,1965.0737,True,2.0213363
67,128.39732,1278.9268,1170.2355,True,2.010735
13,128.09663,500.27377,565.526,True,2.0041814
15,126.03774,258.17917,331.09863,True,1.9593071
69,125.72803,444.74045,470.22705,True,1.952557
13,125.08096,507.07864,563.21783,True,1.9384539
153,124.68356,343.4713,401.10263,True,1.9297925
69,124.20569,414.59543,439.91006,True,1.9193771
69,124.05642,410.88806,449.80713,True,1.9161235
8,123.521034,732.5737,750.7026,True,1.9044547
67,123.34601,1382.7719,1458.8187,True,1.9006401
124,123.24131,105.90451,229.14583,True,1.898358
54,122.90018,1626.6742,1561.0724,True,1.890923
69,122.8933,399.89853,442.24207,True,1.890773
69,122.697044,421.9851,443.89163,True,1.8864956
2,122.6326,1965.389,2082.1375,True,1.8850911
153,122.34577,367.8457,404.42188,True,1.8788395
197,121.85607,467.03867,500.08334,True,1.8681663
8,121.79044,667.10583,744.8438,True,1.8667359
24,120.609314,1211.8419,1101.2104,True,1.840993
15,120.291084,313.88223,342.90125,True,1.834057
176,119.2739,343.37988,462.65378,True,1.8118871
15,117.63282,300.59756,333.1462,True,1.7761192
153,117.35575,381.40405,413.80106,True,1.7700804
15,116.776634,288.67056,326.71875,True,1.7574584
67,116.19214,1417.6493,1437.9795,True,1.7447194
153,116.02079,374.78268,407.81845,True,1.7409846
13,115.796135,491.4639,569.5671,True,1.7360882
58,115.79298,1451.4209,1345.2125,True,1.7360194
67,115.2121,1429.7002,1513.902,True,1.7233591
2,115.104126,1966.7599,2079.733,True,1.7210058
2,114.966515,1967.5231,2043.028,True,1.7180064
4,114.94137,523.559,596.4641,True,1.7174582
54,114.59299,1536.1798,1650.773,True,1.7098653
164,114.429085,1638.9603,1574.5977,True,1.7062929
56,114.23941,395.05505,406.85135,True,1.702159
9,114.07953,235.859,345.0911,True,1.6986744
54,114.054375,1604.814,1661.6212,True,1.698126
56,114.045204,367.75427,431.7876,True,1.6979262
15,113.86606,321.05862,344.7782,True,1.6940217
154,113.6135,175.08003,80.25,True,1.6885171
8,113.476166,613.191,651.73126,True,1.685524
56,113.00892,322.825,378.91187,True,1.6753399
56,112.77508,370.33438,414.99667,True,1.6702434
90,112.26062,909.84894,975.229,True,1.6590308
164,112.10624,1570.0424,1479.4049,True,1.6556658
164,111.854774,1499.1934,1572.6984,True,1.6501851
0,111.552086,1275.8136,1196.3231,True,1.6435878
56,111.52891,386.9233,417.22632,True,1.6430827
124,111.309975,103.15253,214.46251,True,1.638311
0,111.18341,1278.6858,1193.1157,True,1.6355526
94,111.12167,330.09756,400.66663,True,1.6342071
76,110.96027,457.93848,540.05444,True,1.6306891
0,110.94059,1317.4948,1298.9113,False,1.6302601
8,110.92066,620.1345,635.8049,False,1.6298258
24,110.88596,1115.3717,1089.4229,False,1.6290696
15,110.88438,342.83432,351.63223,False,1.629035
153,110.7763,344.5188,357.2947,False,1.6266793
90,110.63245,896.2067,959.6823,False,1.6235442
90,110.54987,848.626,946.3384,False,1.6217444
153,110.41094,380.57944,399.01834,False,1.6187164
67,110.30111,1375.724,1384.413,False,1.6163225
153,109.98156,389.6726,410.7133,False,1.6093578
75,109.87493,472.9888,582.8637,False,1.6070337
0,109.53644,1247.4618,1326.8296,False,1.5996563
90,108.50205,897.98364,960.59894,False,1.5771115
0,108.460915,1327.178,1328.1937,False,1.5762149
8,108.186584,725.366,755.30963,False,1.570236
14,108.17682,440.6185,507.31287,False,1.5700231
8,107.51847,623.11615,643.0287,False,1.5556741
2,107.34332,1954.5446,1987.9447,False,1.5518568
8,107.164635,796.19995,764.8657,False,1.5479621
169,107.15983,505.60306,565.04706,False,1.5478573
90,107.12295,889.967,940.8804,False,1.5470535
56,107.0595,353.01285,344.87503,False,1.5456706
153,106.90363,391.68967,410.36588,False,1.5422734
90,106.80822,930.8399,980.6491,False,1.5401939
67,106.78522,1479.7051,1567.4674,False,1.5396928
134,106.588585,245.9386,139.35,False,1.5354068
56,106.448425,387.77927,399.8894,False,1.5323522
153,106.271736,403.1664,411.1764,False,1.528501
153,105.97811,395.31262,405.77292,False,1.5221014
4,105.18398,513.25793,571.2267,False,1.5047932
197,105.13421,309.8619,223.41667,False,1.5037084
8,104.76571,614.12946,629.8324,False,1.4956768
0,104.63381,1263.6368,1200.6241,False,1.492802
90,104.601036,902.314,955.77124,False,1.4920877
15,104.529,293.91116,189.38219,False,1.4905176
67,104.45425,1405.6636,1409.6263,False,1.4888884
14,103.841194,418.76376,492.43298,False,1.4755267
153,103.06667,305.69913,346.5647,False,1.4586458
56,102.891174,399.64633,408.4895,False,1.4548209
2,102.47726,1954.5717,2057.0488,False,1.4457992
14,102.36628,431.45865,500.55566,False,1.4433805
90,102.11794,825.541,895.18164,False,1.4379679
0,102.047,1250.0895,1240.0063,False,1.4364218
90,102.010864,881.0105,937.49365,False,1.4356343
165,101.382515,63.91273,82.75,False,1.421939
67,101.36863,1351.7765,1273.1388,False,1.4216363
94,101.35584,325.4551,399.9292,False,1.4213578
153,101.18689,358.6425,352.00687,False,1.4176755
94,101.17144,385.0852,389.7125,False,1.4173386
164,101.05114,1627.0658,1590.7863,False,1.4147166
37,100.859985,468.62613,560.5526,False,1.4105505
56,100.63387,377.81906,393.3367,False,1.4056221
198,100.5321,203.24274,105.958336,False,1.4034039
164,100.23233,1540.5542,1602.9658,False,1.3968706
15,100.07611,278.8959,305.0192,False,1.3934656
94,99.98298,380.76846,393.4667,False,1.3914359
159,99.36761,175.56999,87.05899,False,1.3780236
31,99.28598,367.855,431.23584,False,1.3762445
169,99.26212,500.75534,600.0174,False,1.3757246
8,99.171,608.3609,631.4252,False,1.3737384
67,98.970985,1355.9027,1267.7379,False,1.3693792
197,98.87359,373.22543,451.25,False,1.3672563
131,98.87189,202.28912,109.17748,False,1.3672192
144,98.76907,833.62164,932.3908,False,1.3649784
164,98.6474,1527.0975,1570.223,False,1.3623265
162,98.55227,510.53354,597.125,False,1.3602531
94,98.51647,339.2831,390.57083,False,1.3594729
0,98.37975,1191.8094,1242.8741,False,1.356493
94,98.30225,383.755,402.62915,False,1.3548039
94,98.233925,350.08472,384.80835,False,1.3533146
156,97.924164,193.41908,100.50271,False,1.3465633
153,97.885376,323.3037,356.7544,False,1.3457179
153,97.852745,354.37964,348.72617,False,1.3450067
8,97.809296,635.38245,661.23016,False,1.3440597
153,97.51107,392.5913,389.71643,False,1.3375598
94,97.03492,363.34677,397.71664,False,1.3271819
153,96.89028,390.4635,357.41043,False,1.3240296
94,96.817955,359.41898,391.85,False,1.3224531
8,96.19293,737.8362,738.132,False,1.3088306
153,96.132416,372.84924,301.75314,False,1.3075117
14,95.698616,428.33798,411.48148,False,1.2980568
15,95.437096,294.012,304.30814,False,1.292357
56,95.2494,319.9841,364.35068,False,1.288266
197,95.16073,398.72495,377.20834,False,1.2863334
180,95.055916,515.3332,610.3891,False,1.284049
94,94.70138,339.1231,386.97916,False,1.2763218
94,94.66385,366.93478,400.5708,False,1.2755038
153,94.533325,328.43552,356.48404,False,1.272659
67,94.260765,1464.2716,1422.0016,False,1.2667185
9,94.15151,277.0776,182.92607,False,1.2643373
14,93.96344,440.15707,467.82678,False,1.2602382
94,93.7645,324.10538,382.69583,False,1.2559023
195,93.54483,121.18993,35.755123,False,1.2511145
2,93.48087,1953.9248,2000.0438,False,1.2497205
15,93.20508,283.9267,300.49716,False,1.2437094
2,93.183876,1953.2765,1989.4188,False,1.2432474
97,93.07724,381.65414,291.1716,False,1.2409232
54,92.51946,1517.3251,1606.9307,False,1.2287662
164,92.450966,1638.5917,1613.5542,False,1.2272733
56,92.292206,365.15515,403.3931,False,1.223813
35,91.98768,269.99966,213.28578,False,1.2171758
0,91.9573,1308.956,1262.6678,False,1.2165138
15,91.88387,294.26297,202.37907,False,1.2149134
9,91.80658,268.29108,176.4845,False,1.2132287
53,91.72738,244.28699,290.99808,False,1.2115026
197,91.368774,389.098,372.0,False,1.2036866
67,91.34216,1279.6174,1266.982,False,1.2031066
8,91.22015,765.0164,736.5962,False,1.2004474
94,91.18311,373.39136,390.09167,False,1.1996402
80,91.12754,334.68835,404.8292,False,1.1984289
164,91.10427,1560.8248,1474.6934,False,1.1979218
66,91.07705,772.82294,821.9446,False,1.1973284
97,90.762054,448.785,358.02298,False,1.1904631
90,90.756226,876.82227,903.19257,False,1.190336
67,90.72715,1401.9512,1385.8209,False,1.1897023
0,90.66578,1245.838,1264.8522,False,1.1883646
197,90.54861,393.0104,406.95834,False,1.1858108
164,90.37268,1584.2344,1495.3197,False,1.1819764
56,90.25765,347.4827,320.93982,False,1.1794695
45,90.06139,255.03624,164.97484,False,1.1751919
56,89.96484,334.0789,381.32358,False,1.1730876
138,89.762825,285.48718,375.25,False,1.1686845
197,89.65606,322.1568,346.70834,False,1.1663575
164,89.196815,1597.8522,1508.6553,False,1.1563481
190,89.05497,279.52963,368.58456,False,1.1532565
4,89.04247,454.56894,519.5013,False,1.1529843
94,89.022484,96.63625,10.860065,False,1.1525486
0,89.01806,1214.5074,1249.4945,False,1.1524521
197,89.00778,398.64917,420.91666,False,1.1522281
74,88.983,438.87424,505.1941,False,1.151688
54,88.84353,1601.0023,1549.3691,False,1.1486481
66,88.793274,798.91,776.61127,False,1.1475528
67,88.78654,1384.2987,1334.793,False,1.147406
164,88.70304,1594.3369,1517.8429,False,1.1455863
138,88.52588,302.47412,391.0,False,1.141725
197,87.387085,370.81387,316.04166,False,1.1169045
15,87.32407,290.29868,287.41476,False,1.1155312
8,86.88114,621.0241,664.5861,False,1.1058774
154,86.83889,146.07088,70.208336,False,1.1049565
2,86.83602,1952.4395,2000.2601,False,1.1048939
67,86.7526,1328.0991,1250.8743,False,1.1030757
15,86.59028,290.6807,317.07758,False,1.099538
67,86.3339,1411.16,1385.735,False,1.09395
138,86.068016,352.39868,276.54166,False,1.088155
10,85.979774,139.6638,191.01454,False,1.0862318
90,85.931,867.9742,878.88495,False,1.0851687
14,85.92594,426.4882,456.18906,False,1.0850585
9,85.791534,327.5388,349.39978,False,1.082129
169,85.63543,519.7712,604.79834,False,1.0787266
164,85.556114,1594.4554,1587.5259,False,1.076998
56,85.2835,352.5269,392.15356,False,1.0710562
94,85.25549,347.98413,380.77084,False,1.0704459
164,85.25259,1505.5656,1449.5371,False,1.0703825
0,85.12026,1325.1129,1356.11,False,1.0674984
14,85.05465,413.5686,457.31534,False,1.0660684
53,84.93009,284.15997,304.08047,False,1.0633537
0,84.41541,1334.1469,1276.32,False,1.0521361
9,84.297516,317.72055,351.07773,False,1.0495665
9,84.246666,311.86337,358.48633,False,1.0484582
198,83.812256,56.060383,62.75,False,1.03899
162,83.74233,548.091,631.8333,False,1.037466
56,83.58492,373.49414,406.39645,False,1.0340353
35,83.50046,408.05777,324.55734,False,1.0321944
54,83.33165,1512.641,1591.0338,False,1.0285151
8,83.203156,791.15765,798.1404,False,1.0257145
45,83.14631,144.10074,227.24706,False,1.0244756
24,83.1028,1280.1627,1205.5442,False,1.0235273
164,82.949715,1604.5021,1586.5304,False,1.0201907
169,82.83369,490.26303,571.7402,False,1.0176619
160,82.76003,146.91516,70.50063,False,1.0160565
191,82.60159,82.60159,0.0,False,1.0126033
162,82.567314,557.2911,518.0417,False,1.0118562
54,82.533394,1572.5065,1546.2406,False,1.0111169
169,82.52942,532.8449,611.8426,False,1.0110303
54,82.22742,1590.581,1547.0938,False,1.004448
156,82.18476,54.851055,61.603832,False,1.0035183
14,82.03979,442.16617,468.71408,False,1.0003586
56,81.96938,338.19113,356.7969,False,0.9988241
180,81.73796,525.53217,607.27,False,0.9937802
55,81.35642,120.5448,201.9012,False,0.98546445
63,81.338585,209.4662,290.80478,False,0.98507565
154,81.20202,52.005894,61.75,False,0.9820992
197,81.18483,300.35687,381.54166,False,0.98172456
14,81.13929,421.7766,446.838,False,0.98073196
54,80.83738,1583.2158,1664.0533,False,0.97415173
56,80.81179,362.71448,352.6561,False,0.973594
31,80.571304,414.68677,455.77954,False,0.96835256
148,80.43868,111.825745,31.665003,False,0.965462
15,80.296326,260.19412,296.34482,False,0.9623593
57,80.27226,517.3732,552.1912,False,0.96183485
57,79.93448,492.63107,572.56555,False,0.9544728
53,79.910576,296.19617,314.774,False,0.9539518
24,79.76937,1263.3452,1198.7609,False,0.9508742
161,79.601814,139.36313,95.26833,False,0.94722223
14,79.59466,432.15,461.9226,False,0.94706625
54,79.54927,1518.1737,1589.8109,False,0.94607705
14,79.15058,440.24002,426.39536,False,0.93738747
8,79.083466,712.7349,657.5898,False,0.93592465
4,78.95814,485.0011,513.8909,False,0.9331931
37,78.85161,413.80212,418.97827,False,0.9308713
9,78.77964,352.30582,351.0065,False,0.9293027
74,78.44056,498.41785,573.77014,False,0.9219124
162,78.108826,503.93286,582.0417,False,0.9146821
15,78.066025,252.46019,174.39417,False,0.9137493
63,78.00402,201.0265,279.03055,False,0.91239786
0,78.00393,1333.4263,1275.6376,False,0.91239583
8,77.814156,777.1259,803.7715,False,0.9082597
24,77.66587,1196.8229,1268.4108,False,0.90502775
191,77.53966,356.3893,433.929,False,0.90227693
14,77.3765,418.13705,424.6207,False,0.8987209
37,77.35213,357.7377,434.05142,False,0.89818966
0,77.11886,1311.6578,1349.3533,False,0.8931055
0,77.02888,1267.0109,1233.8638,False,0.89114434
80,76.70937,303.47632,352.7983,False,0.8841806
131,76.53597,72.21554,86.997375,False,0.8804013
180,76.448235,552.9411,612.6473,False,0.878489
75,76.37621,411.0228,417.60605,False,0.8769193
31,76.26372,421.95358,461.97952,False,0.87446743
74,76.23671,491.51367,555.5329,False,0.8738788
8,76.11817,735.5225,722.26227,False,0.8712952
37,76.07568,456.37283,493.3773,False,0.8703692
169,76.04979,529.82825,604.3897,False,0.8698048
138,75.80903,296.10764,371.91666,False,0.8645573
24,75.743774,1261.3625,1194.3947,False,0.8631351
73,75.729546,531.3945,591.0744,False,0.862825
138,75.716095,342.57556,418.29166,False,0.86253184
197,75.65362,238.88806,314.54166,False,0.8611701
54,75.60676,1608.3604,1682.4679,False,0.8601488
54,75.5608,1635.0863,1580.2417,False,0.8591471
35,75.5492,242.794,318.3432,False,0.85889435
164,75.494965,1587.9385,1520.7572,False,0.8577122
97,75.26966,505.5012,580.7708,False,0.8528017
164,75.19753,1420.6954,1471.9489,False,0.8512296
24,74.99535,1244.1909,1196.385,False,0.84682304
10,74.970634,104.47019,161.4767,False,0.8462843
164,74.96998,1490.0815,1489.1754,False,0.84627
80,74.969345,319.80264,362.18338,False,0.8462562
14,74.94268,432.6393,468.78235,False,0.84567505
56,74.93789,362.40475,364.6692,False,0.8455706
53,74.74393,284.6217,294.75223,False,0.84134316
9,74.45753,248.90862,174.4511,False,0.83510095
24,74.29989,1249.8953,1189.5604,False,0.8316652
80,74.11991,305.3781,342.11914,False,0.8277425
9,73.98709,337.17166,342.20444,False,0.8248477
97,73.768,498.75644,570.6042,False,0.8200725
76,73.75376,586.26825,657.8742,False,0.8197622
66,73.56375,742.0064,699.65265,False,0.81562084
153,73.55013,278.12326,266.24377,False,0.815324
14,73.50079,422.24796,444.14188,False,0.8142487
24,73.4058,1270.3679,1209.6246,False,0.81217825
75,73.38543,436.1421,421.07565,False,0.81173426
24,73.36056,1248.6792,1188.4512,False,0.8111922
94,73.28201,79.08866,10.477404,False,0.8094803
94,72.79458,339.21582,365.30002,False,0.7988565
63,72.55463,264.66647,194.56389,False,0.79362667
97,72.49301,79.47375,17.157312,False,0.7922838
14,72.4302,404.44922,361.41565,False,0.7909147
0,72.412285,1316.9507,1295.7721,False,0.7905243
197,72.37742,376.00272,420.45834,False,0.7897644
124,72.26641,77.46985,5.2034326,False,0.78734493
124,72.0701,77.31164,5.2415414,False,0.7830663
80,72.06045,291.26746,346.10062,False,0.7828559
53,72.05704,295.30783,308.17593,False,0.7827816
136,71.87214,321.9612,393.83334,False,0.7787517
14,71.74322,436.21445,459.15808,False,0.7759418
9,71.69294,303.67783,318.69876,False,0.77484596
154,71.52175,131.12755,76.333336,False,0.7711149
145,71.45582,144.14879,75.5,False,0.7696778
75,71.22039,505.12955,553.2862,False,0.76454663
168,71.212,660.60956,731.4583,False,0.7643637
153,71.207436,274.1131,262.73148,False,0.7642642
197,71.080864,397.0859,429.20834,False,0.7615056
73,71.0741,462.63242,524.67267,False,0.7613581
90,71.0317,833.1892,781.5156,False,0.76043403
138,71.00132,337.82053,287.95834,False,0.7597719
36,70.98083,307.5367,255.68994,False,0.75932527
97,70.84085,516.2841,587.125,False,0.7562744
54,70.81254,1610.4331,1681.2457,False,0.7556574
10,70.35467,133.94063,171.64673,False,0.74567795
14,70.33163,426.7932,439.29578,False,0.7451757
45,70.15765,134.20088,204.35852,False,0.74138397
191,69.93577,363.9932,433.929,False,0.7365479
168,69.848175,632.3176,700.0833,False,0.73463875
76,69.844635,581.55963,651.40424,False,0.7345616
138,69.696754,290.51157,360.20834,False,0.7313385
4,69.694305,490.06863,425.39145,False,0.73128515
14,69.65425,408.63718,422.812,False,0.7304121
159,69.62853,53.32895,49.651585,False,0.7298516
37,69.19332,80.04667,22.211662,False,0.720366
164,69.16638,1591.5464,1570.7621,False,0.7197789
124,69.11215,167.43837,220.83751,False,0.71859694
47,68.71294,117.46759,112.87271,False,0.7098959
181,68.4896,367.079,384.27005,False,0.70502824
91,68.43657,468.0634,536.5,False,0.7038724
124,68.187904,166.75714,215.53333,False,0.69845265
47,68.172905,117.14767,113.81692,False,0.6981258
124,68.14722,73.32583,5.178613,False,0.69756585
161,68.05595,50.41425,49.232876,False,0.6955766
53,68.03547,261.64404,270.5214,False,0.6951303
190,67.85571,297.69885,365.5546,False,0.6912125
0,67.76114,1322.9553,1286.08,False,0.68915117
176,67.6654,437.32382,504.73972,False,0.68706447
24,67.61738,1294.1527,1235.4762,False,0.6860179
140,67.562584,280.9791,230.77997,False,0.68482363
10,67.54422,106.456055,160.79979,False,0.6844234
190,67.51505,334.50204,294.64084,False,0.68378764
190,67.2871,308.30167,375.58875,False,0.6788194
47,67.27201,118.42968,108.80026,False,0.6784905
21,67.140785,518.7605,585.90125,False,0.6756304
145,67.122246,47.12811,49.583332,False,0.67522633
176,67.015816,425.58047,492.59634,False,0.67290664
14,66.9782,426.15195,413.49503,False,0.67208683
47,66.94686,114.41058,105.648895,False,0.67140377
